Mo,LK_CODE,Date,Month,day,year,doy,OP,NO3,NH3,TP,TKN,TNTP,X16SRNA,CYANA,MCYE,CyrA,SxtA,Nodul,D_Asp3_RR,MC_RR,MC_YR,MC_HTyR,MC_LR,D_Asp3_LR,MC_HiLR,MC_WR,MC_LA,MC_LY,MC_LW,MC_LF,SUM,ELISA,Sensored,PPIA,Sensored_1,Anatoxin,Cylindro,S_D_Asp3_RR,S_MC_RR,S_Nodul,S_MC_YR,S_MC_HtyR,S_MC_LR,S_D_Asp3LR,S_MC_HilR,S_MC_WR,S_MC_LA,S_MC_LY,S_MC_LW,S_MC_LF,S_SUM,S_ELISA,S_EL_CENS,wtemp,pH,DO,conduc,turb,chloro,phyco,Dates,TN,month,fiveday,threeday,sevenday,thirtyday,Lat,Long,Lake.Name,Network,Max_Depth,Open_clos,Zebra,LkArea,WtShArea,LkWshRatio,Water,Developed,Barren,Forest,Shrubs,Herbaceous,Agriculture,Wetlands,MusselMass,MusselNum,ecoregion,precip3,temp3,precip5,temp5,precip7,temp7,precip30,temp30,hobotemp,hobolight,surveyor,network,open
July,INT,20170706,7,6,2017,187,0.014,0.212,0.236,0.021,0.655,41.285714285714285,4914.845945,245.9788046,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.032052,0,0,0,0.032052,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.23,8.48,9.9,260,2.33,NA,NA,2017-07-06,0.867,July,2017-07-01,2017-07-03,2017-06-29,2017-06-06,45.02323,-85.2361,Intermediate lake,3,6,Open,Absent,5.98479707,67.04018263,0.089271789,0.0984799953368705,0.07688835827922152,0.001121076233202419,0.5198153864391627,0.009303476791492135,0.057830062317316265,0.18189097894084863,0.054670665661885894,0.533663135,1.762583555,North Central Hardwood Forests,0.06666666666666667,25.333333333333332,0.1,25.333333333333332,2.3916666666666666,25.08,3.4389610389610388,23.11904761904762,24.96560276,464.5006135,1,3,Open
July,LGL,20170706,7,6,2017,187,0.012,0,0.241,0.023,1.021,44.391304347826086,1820.11658,13.54681512,NA,NA,NA,0,0,0.017746,0,0,0,0,0,0,0.105699,0,0,0,0.123445,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.33,8.51,9.08,173,3.9,NA,NA,2017-07-06,1.021,July,2017-07-01,2017-07-03,2017-06-29,2017-06-06,44.86364,-85.99722,Little Glen Lake,3,38,Open,Present,19.65131553,108.0896906,0.181805641,0.24040320101631762,0.04844012500866024,0.026834907964977516,0.5280723305277127,0.009032281373925291,0.08901313294138019,0.03385299058753606,0.02435103057949041,0.318960229,1.679497705,North Central Hardwood Forests,0.125,20.275,0.5166666666666666,20.083333333333332,0.5499999999999999,20.3375,3.4045454545454548,21.06086956521739,25.15755061,2874.372853,1,3,Open
July,LIM,20170706,7,6,2017,187,0.016,1.193,1.245,0.055,1.719,52.945454545454545,52132.70942,5726.762724,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.032587,0,0,0,0.032587,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.34,8.57,8.15,399,14.6,3.335,0.29,2017-07-06,2.912,July,2017-07-01,2017-07-03,2017-06-29,2017-06-06,41.78902,-84.37453,Lime Lake,3,21,Open,Present,0.289701391,1.4772,0.196115212,0.11441798944061578,0.10119047618463588,0,0.052910052908726385,0.0019841269843313422,0.007936507933259724,0.6375661375559125,0.08399470899251843,0.302569011,1.457045768,Eastern Corn Belt Plains,0.075,17.25,3.6500000000000004,17.616666666666667,5.5625,18.0625,3.246153846153846,17.203703703703702,27.10327539,62.7898773,2,3,Open
July,LRO,20170706,7,6,2017,187,0.007,0.565,0.139,0.071,0.835,19.71830985915493,14206.47637,231.8660265,6.183284986,0,0,0,0,0,0,0,0,0,0,0,0.14648,0,0,0,0.14648,0.175,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.04,8.76,8.05,357,17.2,1.61,0.04,2017-07-06,1.4,July,2017-07-01,2017-07-03,2017-06-29,2017-06-06,41.90823,-84.35094,Little Round Lake,1,NA,Closed,Present,0.119032017,1.420892209,0.083772728,0.08442004120369086,0.07343857238006112,0.0048043925874844485,0.1207961564973779,0,0,0.6039807824165708,0.11256005491481492,0.015988105,1.290446851,Eastern Corn Belt Plains,1.275,NaN,0.85,NaN,2.8,NaN,1.5032258064516129,NaN,27.51099267,143.2546012,2,1,Closed
July,MAN,20170707,7,7,2017,188,0.014,0.143,0.087,0.077,0.907,13.636363636363637,53103.314,2055.940346,7.421955443,0,0,0,0,0.014733,0,0,0,0,0,0,0.011604,0,0,0,0.026337,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.18,8.24,7.02,430,6.5,1.03,0.09,2017-07-07,1.05,July,2017-07-02,2017-07-04,2017-06-30,2017-06-07,42.9232,-84.19924,Manitou Lake,3,NA,Open,Present,0.305469538,9.930299998,0.03076136,0.07002360345968227,0.07907159716276932,0,0.1471282454748637,4.917387883076331e-4,0.0042289535799091464,0.6215578284917842,0.07749803304268377,0,0,Southern Michigan/Northern Indiana Drift Plains,8.200000000000001,NaN,4.92,NaN,3.5571428571428574,NaN,3.7142857142857144,NaN,26.72943405,95.49018405,1,3,Open
July,MAR,20170705,7,5,2017,186,0.008,0,0.095,0.022,0.482,21.90909090909091,3423.487562,46.89547643,NA,NA,NA,0,0,0,0,0,0.024352,0.03229,0,0,0.144144,0,0,0,0.200786,0.2935,1,0.2935,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.36,8.53,10.53,231,3.92,NA,NA,2017-07-05,0.482,July,2017-06-30,2017-07-02,2017-06-28,2017-06-05,44.66172,-84.79524,Lake Margrethe,4,19,Open,Present,7.72560254,43.1615,0.178992911,0.1824597914415222,0.11837491800335213,0.011491392765794731,0.4102517700795594,0.05537584545694927,0.07964801954577404,0.0066505304585974655,0.13574773224845071,0,0,Northern Lakes and Forests,0.25,16.375,0.5833333333333334,16.75,1.4625000000000001,17.075,2.8967741935483873,15.841935483870968,24.33179908,1144.759202,1,4,Open
July,NEP,20170706,7,6,2017,187,0.013,0.059,0.788,0.022,0.727,35.727272727272734,22450.38264,519.8582061,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.037635,0,0,0,0.037635,0,0,0.3535,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.3,9.12,11.02,413.9,1.86,0.664,0.088,2017-07-06,0.786,July,2017-07-01,2017-07-03,2017-06-29,2017-06-06,43.01302,-83.3649,Lake Nepessing,1,6,Closed,Present,1.711538676,12.05202097,0.142012587,0.14716125377150388,0.20118247344738827,4.049566696093523e-4,0.20118247344738827,7.289220053632173e-4,0.011905726090946039,0.2852514780834823,0.1521827164843186,0.253749808,0.954291151,Southern Michigan/Northern Indiana Drift Plains,0,21.525,0.3,22.216666666666665,0.7625,22.0875,2.82258064516129,20.196774193548386,26.19140764,435.7697452,3,1,Closed
July,ORE,20170705,7,5,2017,186,0.008,0.606,0.04,0.022,0.799,63.86363636363637,24253.79069,665.849647,NA,NA,NA,0,0,0.016504,0,0,0,0,0,0,0,0,0,0,0.016504,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.17,8.42,8.61,767,9.11,0.76,0,2017-07-05,1.405,July,2017-06-30,2017-07-02,2017-06-28,2017-06-05,42.47948,-83.80124,Ore Lake,3,25,Open,Present,0.903226284,10.2674,0.087970303,0.07447213239690219,0.6992581319733016,0.00361422864752755,0.0657218946114974,5.706676811526594e-4,0.0015217804835285047,0.027867605096759188,0.12697355910933095,2.706830735,3.780015369,Southern Michigan/Northern Indiana Drift Plains,0,16.4,1.623076923076923,17.316666666666666,1.3588235294117648,16.3875,1.3696969696969696,15.806451612903226,26.36835975,30.09202454,2,3,Open
July,PAR,20170706,7,6,2017,187,0.009,0,0.057,0.042,0.679,16.166666666666668,10618.20169,221.8162179,NA,NA,NA,0,0,0.018205,0,0,0,0,0,0,0,0,0,0,0.018205,0,0,0.3775,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3,8.22,9.51,232,2.13,1.085,0.203,2017-07-06,0.679,July,2017-07-01,2017-07-03,2017-06-29,2017-06-06,45.69658,-84.74617,Paradise Lake,3,6,Open,Present,7.688966619,77.5989,0.099086026,0.09882104258044995,0.06556613863499779,0.0016986046284040662,0.2114825672542885,0.011449853418324885,0.06445890006649542,0.10805641884630081,0.4384664745707387,1.155333,2.776757422,Northern Lakes and Forests,1.1666666666666665,19.3,0.9333333333333332,18.25,3.325,18.0625,4.530588235294117,16.454838709677418,22.14805691,1296.505203,4,3,Open
July,PLA,20170706,7,6,2017,187,0.013,0.033,0.073,0.023,0.69,31.434782608695652,5128.658314,109.9137255,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.014758,0,0,0,0.014758,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.31,8.52,9.98,206,1.92,NA,NA,2017-07-06,0.723,July,2017-07-01,2017-07-03,2017-06-29,2017-06-06,44.69286,-86.07597,Platte Lake,3,27,Open,Present,10.08184014,468.8984857,0.021501115,0.07546839907500895,0.06717345283720778,0.002626906431974545,0.5490130366947579,0.021924885454316388,0.12664311748446905,0.0970602377619264,0.06008996426033887,1.733539107,3.359209804,North Central Hardwood Forests,0.05,19.258333333333333,0.19583333333333333,19.072222222222223,1.3,19.070833333333333,3.666086956521739,18.814117647058822,24.65068558,585.7280675,1,3,Open
July,PON,20170705,7,5,2017,186,0.012,0.172,0.151,0.055,1.012,21.527272727272727,6889.376425,259.8750831,49.10550293,0,0,0,0.068253,0.385203,0.007854,0,0.344657,0.307812,0.010009,0,0.365724,0,0,0,1.489512,2.3,1,2.2025,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.44,8.44,7.88,417,12.3,1.63,0.2,2017-07-05,1.184,July,2017-06-30,2017-07-02,2017-06-28,2017-06-05,42.66647,-83.44554,Pontiac Lake,3,9,Open,Present,2.31460823,54.51160001,0.042460838,0.07062298604060085,0.20177228791510948,0.003938417471951953,0.3660042963911441,0.0030254206942547106,0.04498746866790935,0.10075187970827808,0.20889724311075136,1.680466961,2.475193628,Southern Michigan/Northern Indiana Drift Plains,0.625,15.275,1.7733333333333332,15.833333333333334,1.3725,17.0875,1.3467153284671534,15.448387096774194,26.71455862,116.006135,2,3,Open
July,POS,20170706,7,6,2017,187,0.007,0.345,0.045,0.086,1.003,15.674418604651162,60438.24392,1324.280016,NA,NA,NA,0.006644,0,0,0,0,0,0,0,0,0.005906,0,0,0,0.01255,0,0,0.2805,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.35,8.47,NA,388,7.2,1.24,0.09,2017-07-06,1.3479999999999999,July,2017-07-01,2017-07-03,2017-06-29,2017-06-06,41.89637,-84.30748,Posey lake,3,14,Open,Absent,0.524415419,20.7275,0.025300466,0.03238409036983215,0.05577783005562281,2.353494939550275e-4,0.16276771003991808,0.0036714521057755888,0.0052718286658657585,0.6005648388518979,0.13932690041713247,2.463606776,3.064102894,Eastern Corn Belt Plains,1.275,NaN,0.85,NaN,2.8,NaN,1.5032258064516129,NaN,27.02124489,72.30828221,2,3,Open
July,ROU,20170706,7,6,2017,187,0.012,0.036,0.173,0.09,0.874,10.111111111111112,6659.709354,92.61637074,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.94,8.41,NA,380,10.6,0.57,0.1,2017-07-06,0.91,July,2017-07-01,2017-07-03,2017-06-29,2017-06-06,42.06897,-84.13289,Round Lake,4,NA,Open,Present,0.252108218,1.697487833,0.148518424,0.09164265131828896,0.09164265131828896,0.016714697406057223,0.5054755042814295,0,0.0028818443799678048,0.008645533141674959,0.28299711815429257,0,0,Southern Michigan/Northern Indiana Drift Plains,NA,NA,NA,NA,NA,NA,0,NaN,NA,NA,2,4,Open
July,SAN,20170705,7,5,2017,186,0.019,0,0.097,0.052,1.087,20.903846153846153,70519.83483,4526.777469,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.045345,0,0,0,0.045345,0,0,0.4335,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.88,8.42,11.4,232,46.6,NA,NA,2017-07-05,1.087,July,2017-06-30,2017-07-02,2017-06-28,2017-06-05,43.6978,-84.38123,Sanford Lake,3,6,Open,Absent,4.972455172,87.8610484,0.056594535,0.06794774622061968,0.08346337331819052,0.0029314726474166377,0.3128093093400056,0.026249498423020164,0.04042757144903575,0.15124392532840011,0.3149271032733116,2.455837848,3.354981381,Huron/Erie Lake Plains,0.06666666666666667,15.25,0.24444444444444444,16.266666666666666,1.75,15.4625,8.739506172839507,15.383870967741936,26.38069785,520.3849693,1,3,Open
July,SIL,20170706,7,6,2017,187,0.004,0,2.338,0.021,0.94,44.76190476190476,2757.148352,34.20054768,NA,NA,NA,0,0,0.008505,0,0,0,0,0,0,0.057503,0,0,0,0.066008,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.48,8.45,10.34,213,0.95,NA,NA,2017-07-06,0.94,July,2017-07-01,2017-07-03,2017-06-29,2017-06-06,44.68697,-85.67697,Silver Lake,1,27,Closed,Present,2.31015776,22.27124159,0.103728288,0.11904970634001688,0.27860085911221266,0.009993863417473972,0.10511089679675296,0.006268081001764834,0.08709564302469999,0.3691592881714803,0.02472166213559833,0.381259521,2.084627601,North Central Hardwood Forests,0.2875,15.975000000000001,0.27499999999999997,16.116666666666667,1.2687499999999998,16.4625,3.2806451612903227,16.803225806451614,25.26736656,876.4207055,1,1,Closed
July,STO,20170706,7,6,2017,187,0.023,0.158,0,0.038,0.943,28.973684210526315,45949.34872,1629.466541,NA,NA,NA,0,0,0.024414,0,0,0,0.025409,0,0,0.015306,0,0,0,0.065129,0,0,0.3315,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.8,8.81,10.25,528,4.86,0.463,0.089,2017-07-06,1.101,July,2017-07-01,2017-07-03,2017-06-29,2017-06-06,42.718047,-83.085909,Stony Creek Lake,3,7,Open,Absent,1.918592443,176.1018,0.010894792,0.05465295401755303,0.1843172675212897,0.016945020116415323,0.34291777953038993,0.00211120100185067,0.02490773885161989,0.21431183713424873,0.15983620182663266,0,0,Southern Michigan/Northern Indiana Drift Plains,0,NaN,0.5375,NaN,0.7909090909090909,NaN,1.5615384615384615,NaN,23.68122222,1512.688235,3,3,Open
July,WIX,20170705,7,5,2017,186,0.021,0.308,0.023,0.036,0.974,35.611111111111114,0,0,NA,NA,NA,0,0,0,0,0.005291,0,0,0,0,0.02004,0,0,0,0.025331,0,0,0.6725,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.54,7.64,9.32,257,27.5,NA,NA,2017-07-05,1.282,July,2017-06-30,2017-07-02,2017-06-28,2017-06-05,43.87968,-84.31687,Wixom Lake,3,12,Open,Present,2.066420339,1174.4515,0.001759477,0.019547290044294705,0.06182149395915416,8.609749790661739e-4,0.37712864847685024,0.050450973039343504,0.06910321477770316,0.1372399103602074,0.2838474943633806,2.686471456,3.302660093,Northern Lakes and Forests,0.025,16.333333333333332,0.11836734693877551,17.394444444444446,1.4253731343283582,16.5875,5.842352941176471,16.0494623655914,25.93790798,767.8239264,1,3,Open
July,WTL,20170706,7,6,2017,187,0.008,0,0.371,0.025,0.601,24.04,14705.71715,427.7610012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.52,8.52,8.57,165,2.41,NA,NA,2017-07-06,0.601,July,2017-07-01,2017-07-03,2017-06-29,2017-06-06,44.87898,-84.32854,West Twin Lake,4,8,Open,Present,5.278479725,29.06347536,0.181619014,0.31271419932563593,0.1512331160664746,5.375982798240498e-4,0.4050467038190632,0.01992473624191245,0.08225253679621161,0.007996774411220911,0.02029433505965724,0,0,Northern Lakes and Forests,0,13.75,0,14.166666666666666,1.7125,14.7875,3.0391304347826087,14.4125,NA,NA,1,4,Open
August,BEA,20170802,8,2,2017,214,0.0081,0.068,0,0.017,0.165,13.705882352941176,47187.51465,36.240216,0,0,0,0,0,0,0,0,0.00761,0,0,0,0,0,0,0,0.00761,0,0,0,0,0,0,0,0,0,0,0,0.43337500000000007,0,0,0,1.263875,0,0,0,1.6972500000000001,14.04,1,24.68,8.34,11.44,176,1.48,0.14,0.11,2017-08-02,0.233,August,2017-07-28,2017-07-30,2017-07-26,2017-07-03,44.73095,-84.94995,Bear Lake,1,16,Closed,Present,1.290895362,3.014285397,0.42825917,0.43533225275242166,0.08298217178887388,0,0.4064829822559416,0.02171799027504877,0.03533225284806777,0,0.018152350079646423,0,0,Northern Lakes and Forests,1.9375,15.075,1.2916666666666665,13.658333333333333,2.75,14.44375,2.704838709677419,15.459677419354838,22.73396237,243.7827957,1,1,Closed
