Mo,LK_CODE,Date,Month,day,year,doy,OP,NO3,NH3,TP,TKN,TNTP,X16SRNA,MCYE,Nodul,D_Asp3_RR,MC_RR,MC_YR,MC_HTyR,MC_LR,D_Asp3_LR,MC_HiLR,MC_WR,MC_LA,MC_LY,MC_LW,MC_LF,SUM,ELISA,S_D_Asp3_RR,S_MC_RR,S_Nodul,S_MC_YR,S_MC_HtyR,S_MC_LR,S_D_Asp3LR,S_MC_HilR,S_MC_WR,S_MC_LA,S_MC_LY,S_MC_LW,S_MC_LF,S_SUM,S_ELISA,wtemp,pH,DO,conduc,turb,chloro,phyco,TN,Max_Depth,LkArea,WtShArea,LkWshRatio,Water,Developed,Barren,Forest,Shrubs,Herbaceous,Agriculture,Wetlands,MusselMass,MusselNum,ecoregion,precip3,temp3,precip5,temp5,precip7,temp7,precip30,temp30,hobotemp,hobolight,surveyor
July,INT,20170706,7,6,2017,187,-1.7695510786217261,-0.5985994592184558,-0.6161846340195687,-1.6382721639824072,-0.13966199342900626,41.285714285714285,3.6932735995019645,NA,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.2072442161803054,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.2072442161803054,-0.8239087409443188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.23,8.48,0.9960736544852753,2.414990051283522,0.36921585741014284,NA,NA,-0.007446482167864384,6,0.8441537930329573,1.8327654706532708,0.089271789,0.0984799953368705,0.07688835827922152,0.001121076233202419,0.5198153864391627,0.009303476791492135,0.057830062317316265,0.18189097894084863,0.054670665661885894,0.533663135,1.762583555,North Central Hardwood Forests,0.028028723600243534,25.333333333333332,0.04139268515822507,25.333333333333332,0.5304131631775952,25.08,0.6472813332122361,23.11904761904762,24.96560276,2.6679202576900556,1
July,LGL,20170706,7,6,2017,187,-1.8239087409443189,-1.3979400086720375,-0.6073030467403343,-1.6020599913279623,0.037824750588341866,44.391304347826086,3.264845338469776,NA,-1.5228787452803376,-1.5228787452803376,-1.321063006293702,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-0.867423352753543,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-0.8140472584722225,-0.8239087409443188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.33,8.51,0.9585638832219674,2.23807120613056,0.5921767573958667,NA,NA,0.05576046468773478,38,1.3149477222985722,2.037783710010093,0.181805641,0.24040320101631762,0.04844012500866024,0.026834907964977516,0.5280723305277127,0.009032281373925291,0.08901313294138019,0.03385299058753606,0.02435103057949041,0.318960229,1.679497705,North Central Hardwood Forests,0.05115252244738129,20.275,0.18089014193744996,20.083333333333332,0.19033169817029144,20.3375,0.6439010962285591,21.06086956521739,25.15755061,3.4586941681565397,1
July,LIM,20170706,7,6,2017,187,-1.7212463990471711,0.09096307659573168,0.09725730969341999,-1.2441251443275085,0.252610340567373,52.945454545454545,4.717276875669342,NA,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.2035158651054503,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.2035158651054503,-0.8239087409443188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.34,8.57,0.9116901587538612,2.600983780123834,1.1646502159342966,0.5243961221038419,-0.5228787452803376,0.4811558708280351,21,0.11048916824273164,0.39396107133753366,0.196115212,0.11441798944061578,0.10119047618463588,0,0.052910052908726385,0.0019841269843313422,0.007936507933259724,0.6375661375559125,0.08399470899251843,0.302569011,1.457045768,Eastern Corn Belt Plains,0.031408464251624114,17.25,0.667452952889954,17.616666666666667,0.8170693164140133,18.0625,0.6279957254223621,17.203703703703702,27.10327539,1.8047517667846638,2
July,LRO,20170706,7,6,2017,187,-2,-0.21824462534753114,-0.8386319977650251,-1.136677139879544,-0.043351420794796675,19.71830985915493,4.1530973468473205,1.4180241327340077,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-0.7533045049038847,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-0.7533045049038847,-0.4881166390211257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.04,8.76,0.9063350418050907,2.5526803810533547,1.2357808703275603,0.20951501454263097,-1.3010299956639813,0.18069920129603473,NA,0.04884251245105577,0.3839754527714866,0.083772728,0.08442004120369086,0.07343857238006112,0.0048043925874844485,0.1207961564973779,0,0,0.6039807824165708,0.11256005491481492,0.015988105,1.290446851,Eastern Corn Belt Plains,0.3569814009931312,NaN,0.2671717284030138,NaN,0.5797835966168101,NaN,0.3985000274239157,NaN,27.51099267,2.1591296744717963,2
July,MAN,20170707,7,7,2017,188,-1.7695510786217261,-0.7375489102695705,-1.031517051446065,-1.1023729087095586,-0.01010543628122689,13.636363636363637,4.7252851598656,1.4380984208336738,-1.5228787452803376,-1.5228787452803376,-1.3493719750722333,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.3808649122959784,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.2492062833377322,-0.8239087409443188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.18,8.24,0.8469553250198238,2.63347855533382,0.8135809885681919,0.01703333929878037,-1,0.06669855042299534,NA,0.11576674239193474,1.0386320819577541,0.03076136,0.07002360345968227,0.07907159716276932,0,0.1471282454748637,4.917387883076331e-4,0.0042289535799091464,0.6215578284917842,0.07749803304268377,0,0,Southern Michigan/Northern Indiana Drift Plains,0.9637878273455553,NaN,0.7723217067229198,NaN,0.6586926430429243,NaN,0.6734158998636307,NaN,26.72943405,1.984483134797155,1
July,MAR,20170705,7,5,2017,186,-1.958607314841775,-1.3979400086720375,-0.9956786262173574,-1.6197887582883939,-0.258060922270801,21.90909090909091,3.5369985186369997,NA,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.2647844704740472,-1.205581669125859,-1.5228787452803376,-1.5228787452803376,-0.7590914842363552,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-0.6367905400014011,-0.3531063758322548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.36,8.53,1.0228406108765278,2.363630780112138,0.5943925503754267,NA,NA,-0.22329881601158916,19,0.940795426549483,1.6450438163212153,0.178992911,0.1824597914415222,0.11837491800335213,0.011491392765794731,0.4102517700795594,0.05537584545694927,0.07964801954577404,0.0066505304585974655,0.13574773224845071,0,0,Northern Lakes and Forests,0.09691001300805642,16.375,0.19957235490520417,16.75,0.3913762391696494,17.075,0.5907052404508404,15.841935483870968,24.33179908,3.0590933539044083,1
July,NEP,20170706,7,6,2017,187,-1.7958800173440752,-1.00436480540245,-0.10017949757290372,-1.6197887582883939,-0.09854167860388768,35.727272727272734,4.351610467925388,NA,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.1698285056377482,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.1698285056377482,-0.8239087409443188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.3,9.12,1.0425755124401905,2.6169059190133623,0.271841606536499,-0.17134010346468015,-1.0087739243075051,-0.04479346245805826,6,0.4332158033698848,1.115677762874646,0.142012587,0.14716125377150388,0.20118247344738827,4.049566696093523e-4,0.20118247344738827,7.289220053632173e-4,0.011905726090946039,0.2852514780834823,0.1521827164843186,0.253749808,0.954291151,Southern Michigan/Northern Indiana Drift Plains,0,21.525,0.11394335230683678,22.216666666666665,0.2461291256634363,22.0875,0.5823566565118499,20.196774193548386,26.19140764,2.640252547398688,3
July,ORE,20170705,7,5,2017,186,-1.958607314841775,-0.1897674820049159,-1.337242168318426,-1.6197887582883939,-0.06098022355133353,63.86363636363637,4.38513760275132,NA,-1.5228787452803376,-1.5228787452803376,-1.3325096900516682,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.3325096900516682,-0.8239087409443188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.17,8.42,0.9355072658247128,2.8848010261608557,0.9599948383284161,-0.11350927482751812,-2,0.18212921405299845,25,0.2794904267789682,1.051823712326249,0.087970303,0.07447213239690219,0.6992581319733016,0.00361422864752755,0.0657218946114974,5.706676811526594e-4,0.0015217804835285047,0.027867605096759188,0.12697355910933095,2.706830735,3.780015369,Southern Michigan/Northern Indiana Drift Plains,0,16.4,0.41881102668566095,17.316666666666666,0.3726954512419084,16.3875,0.3746928131819605,15.806451612903226,26.36835975,1.4926490018091598,2
July,PAR,20170706,7,6,2017,187,-1.9208187539523751,-1.3979400086720375,-1.2006594505464183,-1.3565473235138126,-0.12551818230053347,16.166666666666668,4.026868219865339,NA,-1.5228787452803376,-1.5228787452803376,-1.3169079128028711,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.3169079128028711,-0.8239087409443188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3,8.22,0.9786369483844743,2.365506704077209,0.33041377334919075,0.03941411917613713,-0.6716203965612623,-0.09963287134352969,6,0.9389681287671476,1.8954164680842809,0.099086026,0.09882104258044995,0.06556613863499779,0.0016986046284040662,0.2114825672542885,0.011449853418324885,0.06445890006649542,0.10805641884630081,0.4384664745707387,1.155333,2.776757422,Northern Lakes and Forests,0.3357921019231931,19.3,0.2863067388432748,18.25,0.6359861118008331,18.0625,0.7427713254739599,16.454838709677418,22.14805691,3.113109108046244,4
July,PLA,20170706,7,6,2017,187,-1.7958800173440752,-1.136677139879544,-1.1023729087095586,-1.6020599913279623,-0.11918640771920865,31.434782608695652,3.7116940712274684,NA,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.349129328050074,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.349129328050074,-0.8239087409443188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.31,8.52,0.9995654882259823,2.3138883021138676,0.2855573090077737,NA,NA,-0.07623803917129975,27,1.044611880996541,2.672004045463059,0.021501115,0.07546839907500895,0.06717345283720778,0.002626906431974545,0.5490130366947579,0.021924885454316388,0.12664311748446905,0.0970602377619264,0.06008996426033887,1.733539107,3.359209804,North Central Hardwood Forests,0.021189299069938092,19.258333333333333,0.07767065502238629,19.072222222222223,0.36172783601759284,19.070833333333333,0.6689528279823085,18.814117647058822,24.65068558,2.7684368641986192,1
July,PON,20170705,7,5,2017,186,-1.8239087409443189,-0.6736641390712486,-0.8041003475907662,-1.2441251443275085,0.03422726077055066,21.527272727272727,3.839438853828353,1.8395126319903519,-1.5228787452803376,-1.0076541802547774,-0.3817395172050254,-1.4218882222103728,-1.5228787452803376,-0.426366148737912,-0.47132492717111485,-1.3978423034050398,-1.5228787452803376,-0.40260760969988474,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,0.18170413417127876,0.3891660843645324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.44,8.44,0.8970770032094203,2.6201464695846597,1.0902580529313164,0.21484384804769785,-0.6777807052660807,0.11394335230683678,9,0.5204322043535116,1.744383745175487,0.042460838,0.07062298604060085,0.20177228791510948,0.003938417471951953,0.3660042963911441,0.0030254206942547106,0.04498746866790935,0.10075187970827808,0.20889724311075136,1.680466961,2.475193628,Southern Michigan/Northern Indiana Drift Plains,0.21085336531489318,15.275,0.44300207157106153,15.833333333333334,0.3752062210993303,17.0875,0.3704604101038342,15.448387096774194,26.71455862,2.068208633770041,2
July,POS,20170706,7,6,2017,187,-2,-0.41453927049149936,-1.2924298239020637,-1.0555173278498313,0.030599721965951062,15.674418604651162,4.781455528436741,NA,-1.4359971255306503,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.4448329734505507,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.3711004355793934,-0.8239087409443188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.35,8.47,NA,2.588842918606718,0.8579352647194289,0.09691001300805642,-1,0.16554107672237303,14,0.18310333287942004,1.337009758595462,0.025300466,0.03238409036983215,0.05577783005562281,2.353494939550275e-4,0.16276771003991808,0.0036714521057755888,0.0052718286658657585,0.6005648388518979,0.13932690041713247,2.463606776,3.064102894,Eastern Corn Belt Plains,0.3569814009931312,NaN,0.2671717284030138,NaN,0.5797835966168101,NaN,0.3985000274239157,NaN,27.02124489,1.8651530430573262,2
July,ROU,20170706,7,6,2017,187,-1.8239087409443189,-1.1191864077192086,-0.7471469690201069,-1.0362121726544447,-0.02502800570193105,10.111111111111112,3.8247575659635538,NA,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-0.8239087409443188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.94,8.41,NA,2.5797950252685893,1.0257153839013406,-0.23657200643706278,-0.958607314841775,0.011147360775797477,NA,0.09764186597439245,0.43095949447714366,0.148518424,0.09164265131828896,0.09164265131828896,0.016714697406057223,0.5054755042814295,0,0.0028818443799678048,0.008645533141674959,0.28299711815429257,0,0,Southern Michigan/Northern Indiana Drift Plains,NA,NA,NA,NA,NA,NA,0,NaN,NA,NA,2
July,SAN,20170705,7,5,2017,186,-1.6575773191777938,-1.3979400086720375,-0.9871627752948278,-1.2676062401770314,0.06333335895174956,20.903846153846153,4.848434438426119,NA,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.1229455627847695,-1.5228787452803376,-1.5228787452803376,-1.5228787452803376,-1.1229455627847695,-0.8239087409443188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.88,8.42,1.0572856444182146,2.365506704077209,1.6684791029325856,NA,NA,0.08026562733984477,6,0.7761528987105555,1.9487114328261763,0.056594535,0.06794774622061968,0.08346337331819052,0.0029314726474166377,0.3128093093400056,0.026249498423020164,0.04042757144903575,0.15124392532840011,0.3149271032733116,2.455837848,3.354981381,Huron/Erie Lake Plains,0.028028723600243534,15.25,0.09497551323085675,16.266666666666666,0.43933269383026263,15.4625,0.9885369371817136,15.383870967741936,26.38069785,2.717158506993107,1
